file,stage,greenhouse,width,height,date_in_filename,original_filename
autumn_greenhouse/seedling/seedling_001.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_20210918102140456.jpg
autumn_greenhouse/seedling/seedling_002.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_2021091810443719.jpg
autumn_greenhouse/seedling/seedling_003.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_20210918104726896.jpg
autumn_greenhouse/seedling/seedling_004.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_20210918105513257.jpg
autumn_greenhouse/seedling/seedling_005.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_20210918105633229.jpg
autumn_greenhouse/seedling/seedling_006.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_20210918105753885.jpg
autumn_greenhouse/seedling/seedling_007.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_20210918171901693.jpg
autumn_greenhouse/seedling/seedling_008.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_20210918172601560.jpg
autumn_greenhouse/seedling/seedling_009.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_20210918172819763.jpg
autumn_greenhouse/seedling/seedling_010.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_20210918173140856.jpg
autumn_greenhouse/seedling/seedling_011.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_20210918173315121.jpg
autumn_greenhouse/seedling/seedling_012.jpg,seedling,autumn_greenhouse,3840,2160,20210918,192.168.10.204_01_20210918175131375.jpg
autumn_greenhouse/seedling/seedling_013.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_2021091910282174.jpg
autumn_greenhouse/seedling/seedling_014.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919103054581.jpg
autumn_greenhouse/seedling/seedling_015.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919105044930.jpg
autumn_greenhouse/seedling/seedling_016.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919111508847.jpg
autumn_greenhouse/seedling/seedling_017.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919113842185.jpg
autumn_greenhouse/seedling/seedling_018.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919114335642.jpg
autumn_greenhouse/seedling/seedling_019.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919155008448.jpg
autumn_greenhouse/seedling/seedling_020.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919155144724.jpg
autumn_greenhouse/seedling/seedling_021.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919155412404.jpg
autumn_greenhouse/seedling/seedling_022.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919161006754.jpg
autumn_greenhouse/seedling/seedling_023.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919161125528.jpg
autumn_greenhouse/seedling/seedling_024.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919161414932.jpg
autumn_greenhouse/seedling/seedling_025.jpg,seedling,autumn_greenhouse,3840,2160,20210919,192.168.10.204_01_20210919161641645.jpg
autumn_greenhouse/seedling/seedling_026.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920103521989.jpg
autumn_greenhouse/seedling/seedling_027.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920103809110.jpg
autumn_greenhouse/seedling/seedling_028.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920113155836.jpg
autumn_greenhouse/seedling/seedling_029.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920120430412.jpg
autumn_greenhouse/seedling/seedling_030.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920121241612.jpg
autumn_greenhouse/seedling/seedling_031.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920121646964.jpg
autumn_greenhouse/seedling/seedling_032.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920154656296.jpg
autumn_greenhouse/seedling/seedling_033.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920154844898.jpg
autumn_greenhouse/seedling/seedling_034.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920154942569.jpg
autumn_greenhouse/seedling/seedling_035.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920155327570.jpg
autumn_greenhouse/seedling/seedling_036.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920155515869.jpg
autumn_greenhouse/seedling/seedling_037.jpg,seedling,autumn_greenhouse,3840,2160,20210920,192.168.10.204_01_20210920155643106.jpg
autumn_greenhouse/seedling/seedling_038.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921104354657.jpg
autumn_greenhouse/seedling/seedling_039.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921104457637.jpg
autumn_greenhouse/seedling/seedling_040.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921104556362.jpg
autumn_greenhouse/seedling/seedling_041.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921113207151.jpg
autumn_greenhouse/seedling/seedling_042.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921113820102.jpg
autumn_greenhouse/seedling/seedling_043.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921113821188.jpg
autumn_greenhouse/seedling/seedling_044.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921115709365.jpg
autumn_greenhouse/seedling/seedling_045.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921123720900.jpg
autumn_greenhouse/seedling/seedling_046.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921161226343.jpg
autumn_greenhouse/seedling/seedling_047.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921161612415.jpg
autumn_greenhouse/seedling/seedling_048.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921162902845.jpg
autumn_greenhouse/seedling/seedling_049.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921164652806.jpg
autumn_greenhouse/seedling/seedling_050.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921171741564.jpg
autumn_greenhouse/seedling/seedling_051.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921171935746.jpg
autumn_greenhouse/seedling/seedling_052.jpg,seedling,autumn_greenhouse,3840,2160,20210921,192.168.10.204_01_20210921172034449.jpg
autumn_greenhouse/seedling/seedling_053.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_20210922132957310.jpg
autumn_greenhouse/seedling/seedling_054.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_20210922133446561.jpg
autumn_greenhouse/seedling/seedling_055.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_20210922133651145.jpg
autumn_greenhouse/seedling/seedling_056.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_2021092213402191.jpg
autumn_greenhouse/seedling/seedling_057.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_2021092213431235.jpg
autumn_greenhouse/seedling/seedling_058.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_20210922134514648.jpg
autumn_greenhouse/seedling/seedling_059.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_20210922163944384.jpg
autumn_greenhouse/seedling/seedling_060.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_20210922164158108.jpg
autumn_greenhouse/seedling/seedling_061.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_20210922164319565.jpg
autumn_greenhouse/seedling/seedling_062.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_20210922164839567.jpg
autumn_greenhouse/seedling/seedling_063.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_20210922165030468.jpg
autumn_greenhouse/seedling/seedling_064.jpg,seedling,autumn_greenhouse,3840,2160,20210922,192.168.10.204_01_20210922165215604.jpg
autumn_greenhouse/seedling/seedling_065.jpg,seedling,autumn_greenhouse,3840,2160,20210923,192.168.10.204_01_20210923102416490.jpg
autumn_greenhouse/seedling/seedling_066.jpg,seedling,autumn_greenhouse,3840,2160,20210923,192.168.10.204_01_20210923102526650.jpg
autumn_greenhouse/seedling/seedling_067.jpg,seedling,autumn_greenhouse,3840,2160,20210923,192.168.10.204_01_20210923102637794.jpg
autumn_greenhouse/seedling/seedling_068.jpg,seedling,autumn_greenhouse,3840,2160,20210923,192.168.10.204_01_20210923102905584.jpg
autumn_greenhouse/seedling/seedling_069.jpg,seedling,autumn_greenhouse,3840,2160,20210923,192.168.10.204_01_20210923103149314.jpg
autumn_greenhouse/seedling/seedling_070.jpg,seedling,autumn_greenhouse,3840,2160,20210923,192.168.10.204_01_20210923103421996.jpg
autumn_greenhouse/seedling/seedling_071.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924083953731.jpg
autumn_greenhouse/seedling/seedling_072.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924083954112.jpg
autumn_greenhouse/seedling/seedling_073.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924083954212.jpg
autumn_greenhouse/seedling/seedling_074.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084002287.jpg
autumn_greenhouse/seedling/seedling_075.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084002390.jpg
autumn_greenhouse/seedling/seedling_076.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084002883.jpg
autumn_greenhouse/seedling/seedling_077.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084002978.jpg
autumn_greenhouse/seedling/seedling_078.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084003109.jpg
autumn_greenhouse/seedling/seedling_079.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084003216.jpg
autumn_greenhouse/seedling/seedling_080.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084003347.jpg
autumn_greenhouse/seedling/seedling_081.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084003483.jpg
autumn_greenhouse/seedling/seedling_082.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084338772.jpg
autumn_greenhouse/seedling/seedling_083.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084435970.jpg
autumn_greenhouse/seedling/seedling_084.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084701378.jpg
autumn_greenhouse/seedling/seedling_085.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084841100.jpg
autumn_greenhouse/seedling/seedling_086.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924084937240.jpg
autumn_greenhouse/seedling/seedling_087.jpg,seedling,autumn_greenhouse,3840,2160,20210924,192.168.10.204_01_20210924085120168.jpg
autumn_greenhouse/seedling/seedling_088.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_20210925104217484.jpg
autumn_greenhouse/seedling/seedling_089.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_20210925104547430.jpg
autumn_greenhouse/seedling/seedling_090.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_20210925104648226.jpg
autumn_greenhouse/seedling/seedling_091.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_20210925104837591.jpg
autumn_greenhouse/seedling/seedling_092.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_20210925104946493.jpg
autumn_greenhouse/seedling/seedling_093.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_20210925105057995.jpg
autumn_greenhouse/seedling/seedling_094.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_20210925172113324.jpg
autumn_greenhouse/seedling/seedling_095.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_2021092517224579.jpg
autumn_greenhouse/seedling/seedling_096.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_20210925172413123.jpg
autumn_greenhouse/seedling/seedling_097.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_20210925172609508.jpg
autumn_greenhouse/seedling/seedling_098.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_20210925172659920.jpg
autumn_greenhouse/seedling/seedling_099.jpg,seedling,autumn_greenhouse,3840,2160,20210925,192.168.10.204_01_20210925172800488.jpg
autumn_greenhouse/seedling/seedling_100.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927111738351.jpg
autumn_greenhouse/seedling/seedling_101.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927112149619.jpg
autumn_greenhouse/seedling/seedling_102.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927112239548.jpg
autumn_greenhouse/seedling/seedling_103.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927112556143.jpg
autumn_greenhouse/seedling/seedling_104.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927112642870.jpg
autumn_greenhouse/seedling/seedling_105.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927112802436.jpg
autumn_greenhouse/seedling/seedling_106.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927150235191.jpg
autumn_greenhouse/seedling/seedling_107.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927151027845.jpg
autumn_greenhouse/seedling/seedling_108.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927152104298.jpg
autumn_greenhouse/seedling/seedling_109.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927152344537.jpg
autumn_greenhouse/seedling/seedling_110.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_2021092715255830.jpg
autumn_greenhouse/seedling/seedling_111.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927152731838.jpg
autumn_greenhouse/seedling/seedling_112.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_2021092715291714.jpg
autumn_greenhouse/seedling/seedling_113.jpg,seedling,autumn_greenhouse,3840,2160,20210927,192.168.10.204_01_20210927153528557.jpg
autumn_greenhouse/seedling/seedling_114.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928093020558.jpg
autumn_greenhouse/seedling/seedling_115.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928093840997.jpg
autumn_greenhouse/seedling/seedling_116.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928093954729.jpg
autumn_greenhouse/seedling/seedling_117.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928094155257.jpg
autumn_greenhouse/seedling/seedling_118.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928094708561.jpg
autumn_greenhouse/seedling/seedling_119.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928095115681.jpg
autumn_greenhouse/seedling/seedling_120.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928100621646.jpg
autumn_greenhouse/seedling/seedling_121.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928153042366.jpg
autumn_greenhouse/seedling/seedling_122.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928153124276.jpg
autumn_greenhouse/seedling/seedling_123.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928153322914.jpg
autumn_greenhouse/seedling/seedling_124.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928153735363.jpg
autumn_greenhouse/seedling/seedling_125.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928153925390.jpg
autumn_greenhouse/seedling/seedling_126.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928154350634.jpg
autumn_greenhouse/seedling/seedling_127.jpg,seedling,autumn_greenhouse,3840,2160,20210928,192.168.10.204_01_20210928154719869.jpg
autumn_greenhouse/seedling/seedling_128.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_20210930142941193.jpg
autumn_greenhouse/seedling/seedling_129.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_20210930164124217.jpg
autumn_greenhouse/seedling/seedling_130.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_20210930165001286.jpg
autumn_greenhouse/seedling/seedling_131.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_2021093016520032.jpg
autumn_greenhouse/seedling/seedling_132.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_20210930171619731.jpg
autumn_greenhouse/seedling/seedling_133.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_20210930173207526.jpg
autumn_greenhouse/seedling/seedling_134.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_20210930173632986.jpg
autumn_greenhouse/seedling/seedling_135.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_20210930173735982.jpg
autumn_greenhouse/seedling/seedling_136.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_20210930174032195.jpg
autumn_greenhouse/seedling/seedling_137.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_2021093017431160.jpg
autumn_greenhouse/seedling/seedling_138.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_20210930174446532.jpg
autumn_greenhouse/seedling/seedling_139.jpg,seedling,autumn_greenhouse,3840,2160,20210930,192.168.10.204_01_20210930175305357.jpg
autumn_greenhouse/seedling/seedling_140.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_20211002154350219.jpg
autumn_greenhouse/seedling/seedling_141.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_20211002154919462.jpg
autumn_greenhouse/seedling/seedling_142.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_20211002160256184.jpg
autumn_greenhouse/seedling/seedling_143.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_20211002160549313.jpg
autumn_greenhouse/seedling/seedling_144.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_20211002160635140.jpg
autumn_greenhouse/seedling/seedling_145.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_2021100216092789.jpg
autumn_greenhouse/seedling/seedling_146.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_20211002160938409.jpg
autumn_greenhouse/seedling/seedling_147.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_20211002161207207.jpg
autumn_greenhouse/seedling/seedling_148.jpg,seedling,autumn_greenhouse,3840,2160,20211002,192.168.10.204_01_20211002161729232.jpg
